id,created,subject,posts_count,forum_id,
518,2016-12-21 15:35:29.341925 +07:00,American Idea Bank,17,104,
2931,2017-02-23 20:39:55.601922 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS. Whatsapp +447448656746",2,144,
2929,2017-02-23 20:36:20.183610 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS. Whatsapp +447448656746",2,144,
2928,2017-02-23 20:35:17.170667 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS. Whatsapp +447448656746",2,144,
2937,2017-02-23 20:45:00.694334 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS. Whatsapp +447448656746",2,144,
2932,2017-02-23 20:41:20.076587 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS and fake notes Whatsapp +447448656746",2,144,
2939,2017-02-23 20:46:23.837917 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS. Whatsapp +447448656746",2,144,
4463,2017-03-23 16:12:49.972417 +07:00,"Buy Real Data Base Registered Passport, Driver’s License, ID Card, Birth Certificate, Green Card, Visa etc (fastandlegitdocs@gmail.com) marijuana card,.",1,144,
2930,2017-02-23 20:39:24.685094 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS. Whatsapp +447448656746",2,144,
2936,2017-02-23 20:44:22.420049 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS. Whatsapp +447448656746",2,144,
2906,2017-02-23 18:58:46.624990 +07:00,"Buy Real Passport,Birth certificate,( lusong255@gmail.com ) Drivers   license,IELTS,Visa, ID card etc whatsapp.... +1 (437)370-2033",1,144,
2617,2017-02-04 22:50:21.510292 +07:00,About Citizenship,22,14,
4550,2017-03-27 23:05:31.818240 +07:00,Decree N4 by The America Head of Nation,16,9,
2935,2017-02-23 20:43:56.282998 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS. Whatsapp +447448656746",2,144,
2926,2017-02-23 20:33:45.428149 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS. Whatsapp +447448656746",2,144,
2938,2017-02-23 20:45:28.550541 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS. Whatsapp +447448656746",2,144,
2913,2017-02-23 19:04:59.567441 +07:00,"Buy Passports,Driving License,ID Cards,Visa,Diploma,IELTS,TOEFL,GRE,GMAT,SAT etc ....  lusong255@gmail.com",2,144,
2933,2017-02-23 20:41:56.174208 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS and fake notes Whatsapp +447448656746",2,144,
2897,2017-02-23 06:04:16.804747 +07:00,Your inputs for a draft America Constitution,14,132,
849,2016-12-23 17:28:43.013280 +07:00,Programmer error in the new (extended) profile (America  ID Verification Form),1,12,
2977,2017-02-26 05:20:44.087195 +07:00,E mail,3,11,
3940,2017-03-14 17:43:19.739742 +07:00,I am hereby requesting a topic lock,3,11,
775,2016-12-23 03:26:27.200686 +07:00,Creation of a cryptocurrency for america,11,104,
2635,2017-02-06 02:50:59.510433 +07:00,Hi from Finland,15,127,
2821,2017-02-22 06:20:43.566637 +07:00,"Buy Real/Fake Passports,Drivers license,ID cards, etc..( uniquedocuments@hotmail.com",2,144,
2186,2017-01-20 02:55:44.618668 +07:00,Are anti-discrimination laws necessary if we learn to behave ourselves?,4,14,
2997,2017-02-27 23:34:47.892339 +07:00,Is human body the best phinomena of this universe or any one else ?,18,99,
442,2016-12-21 08:38:24.968842 +07:00,Quick Thought to help bring in money for America,26,75,
1554,2017-01-04 18:10:51.649284 +07:00,Practical and cheap way to get into orbit,25,104,
3089,2017-03-06 09:57:44.922780 +07:00,"Buy high grade money,(skype>hfr.jan),Saudi Riyals,Euro,US Dollar,Canadian Doll,Australian. belsju@gmail.com .",2,144,
2914,2017-02-23 19:05:29.641550 +07:00,"Buy Passports,Driving License,ID Cards,Visa,Diploma,IELTS,TOEFL,GRE,GMAT,SAT etc ....  lusong255@gmail.com",2,144,
754,2016-12-23 00:34:34.913253 +07:00,"Refugees - People on the run from violence, politics, their faith, their economic situation,... -",18,35,
147,2016-12-19 02:33:01.617000 +07:00,The Nexus of the Constitution : Universalism,4,132,
4703,2017-04-04 11:38:22.203961 +07:00,Kekistani National Party of America - Public Response to Current Administration,17,14,
4701,2017-04-04 10:22:33.886088 +07:00,"selling , supply ,high grade international spendable bills/ Email me: globaldocuments4@gmail.com ,money,banknotes in ; USD , Euro , Canadian dollar s",1,144,
3046,2017-03-04 00:30:26.786256 +07:00,How will American raise money?,5,71,
3697,2017-03-09 08:42:51.853880 +07:00,"Buy Passport, Visa, driving license, ID cards",1,144,
1253,2016-12-29 02:55:00.995250 +07:00,fecha de aceptación de america,3,14,
2927,2017-02-23 20:34:39.183587 +07:00,"Buy real and fake Passport ,Visa,Driving License,ID CARDS. Whatsapp +447448656746",2,144,
2958,2017-02-24 20:28:33.965215 +07:00,Which gender do you identify yourself with?,11,14,
1776,2017-01-10 09:50:28.083910 +07:00,Nanotechnology,1,32,
3002,2017-02-28 02:01:33.705351 +07:00,Health literacy as a major issue regarding the health of all American population.,6,78,
2565,2017-02-02 03:38:52.055553 +07:00,Special Committee: Technology For Everyone Program - Community Input,1,9,
4895,2017-04-15 15:03:31.895321 +07:00,"Purchase high quality  fake and real passports,id cards,driver license online  (info@smartdocplus.com)",1,144,
2956,2017-02-24 15:28:27.214596 +07:00,"Buy High Quality Real And fake Passports Driver’s License,ID Cards,Visas,High Quality counterfeit Bank Notes Contact: dicapslo@outlook.com",1,144,
2959,2017-02-24 20:54:57.122205 +07:00,강남오피 세종건마⊙아달⊙≡W≡W≡W。adaL。mLさ세종휴게텔チ세종키스방,1,144,
4666,2017-04-02 16:16:57.075229 +07:00,"Greetings, Comrades!",5,127,
2626,2017-02-05 16:13:48.628437 +07:00,The concept of America is applied by american authorities to communicate the project,1,14,
2981,2017-02-26 16:11:59.201554 +07:00,America constitution should be alert about top ten mythical places of norse mythology.,1,132,
3017,2017-03-01 03:01:50.927525 +07:00,"American Credit - 2017, March 8th - Birth of the first Space Cryptocurrency",4,144,
2025,2017-01-17 05:34:23.422758 +07:00,Proyecto : voluntariado de seguridad policial espacial,3,82,
3033,2017-03-01 22:11:07.066823 +07:00,"Civic.America Activity Report - February 26, 2017",1,145,
2283,2017-01-21 22:12:04.586134 +07:00,What is your profession and what is your academic or scientific knowledge?,9,14,
2514,2017-01-30 19:38:08.071882 +07:00,Should the American Police carry and use firearms or any other lethal weapons?,25,25,
2990,2017-02-26 21:58:50.477808 +07:00,"BUY PASSPORTS,DRIVERS LICENSES,ID CARDS,BIRTH CERTIFICATES,VISAS,SSN,MARRIAGE CERTIFICATES,DIVORCE PAPERS,US GREEN CARD ( buypassportsdocuments@outlook.com )",1,144,
3070,2017-03-05 17:00:27.948900 +07:00,solarsystem spaceship,3,14,
3137,2017-03-07 09:26:39.095818 +07:00,新西兰Lincoln毕业证Q/微信834065630办新西兰林肯大学毕业证Lincoln文凭成绩单学历认证 Lincoln Universcity,2,144,
3125,2017-03-07 09:24:54.766179 +07:00,澳洲CQU毕业证Q/微信834065630办中央昆士兰大学毕业证CQU文凭成绩单学历认证 Central Queensland University,2,144,
2871,2017-02-22 15:19:24.754129 +07:00,"Buy High Quality real(jimbrewster150@gmail.com)and fake passports,Visas,ID card,Drivers License,SSN,Birth Certificates,IELTS and other documents",2,144,
4471,2017-03-23 22:44:50.678460 +07:00,Human evolution beyond belief,4,99,
2911,2017-02-23 19:04:12.676247 +07:00,"Buy Passports,Driving License,ID Cards,Visa,Diploma,IELTS,TOEFL,GRE,GMAT,SAT etc ....  lusong255@gmail.com",2,144,
3113,2017-03-07 09:22:42.134763 +07:00,澳洲Melbourne毕业证Q/微信834065630办墨尔本大学毕业证Melbourne文凭成绩单学历认证 University of Melbourne,2,144,
3119,2017-03-07 09:23:38.119456 +07:00,澳洲Canberra毕业证Q/微信834065630办堪培拉大学毕业证Canberra文凭成绩单学历认证 University of Canberra,2,144,
3565,2017-03-08 06:32:44.398709 +07:00,南十字星大学毕业证Q/微86614733办理SCU毕业证成绩单#澳洲SCU教育部认证#南十字星大学学历学位认证 Southern Cross University,1,144,
3557,2017-03-08 06:31:36.674766 +07:00,美国办理!!AU毕业证书文凭Q_微信729926040_奥本大学毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,1,144,
3262,2017-03-07 15:06:03.010607 +07:00,UWS毕业证｜UWS文凭认证｜Q微信1534584698★UWS文凭咨询★UWS西悉尼大学雪梨大学学历认证公证｜UWS成绩单｜offerUniversity of Western Sydney,2,144,
3143,2017-03-07 12:52:54.921945 +07:00,美国办理!!NYU毕业证书文凭Q_微信729926040_纽约大学毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,2,144,
3140,2017-03-07 09:27:05.079787 +07:00,新西兰CPIT毕业证Q/微信834065630办新西兰基督城理工学院毕业证CPIT文凭成绩单学历认证 Christchurch Polytechnic Institute of Technology,2,144,
3151,2017-03-07 12:58:38.212437 +07:00,美国办理!!UBI毕业证书文凭Q_微信729926040_印第安纳大学布鲁明顿分校毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,2,144,
5204,2017-04-30 23:50:11.264699 +07:00,Space Medicine and Physiology,1,30,
3355,2017-03-07 15:53:20.129083 +07:00,rhul毕业证皇家霍洛威大学毕业证文凭成绩单办理英国文凭学历认证Q微786161891,1,144,
2859,2017-02-22 15:09:15.201930 +07:00,"Buy Real Diplomatic (vintorrismo150@gmail.com) and Novelty  passports,drivers license,ID card, IELTS certificate ,visa,birth certificate, school diplomas,marriage certificate, ,US greencard and many other documents.,",2,144,
3698,2017-03-09 08:43:37.210260 +07:00,"Buy Passport, Visa, driving license, ID cards",1,144,
2585,2017-02-02 18:43:01.701082 +07:00,AMERICA CONSTITUTION (Proposal by D.Kamarinos),1,132,
2648,2017-02-07 05:21:03.510825 +07:00,America Steam group,9,150,
3090,2017-03-06 09:57:52.852764 +07:00,"Selling best grade money,(skype>hfr.jan),Euro,Dollar,Canadian,AustralianTURKISH Lira,GBP,Dinars,indu",2,144,
4667,2017-04-02 17:31:14.452476 +07:00,Büyük elçiliklerin fealiyeti.,3,69,
1946,2017-01-15 02:14:32.384714 +07:00,What are YOU working on?,16,14,
3155,2017-03-07 13:00:11.156016 +07:00,美国办理!!UIUC毕业证书文凭Q_微信729926040_伊利诺伊大学厄巴纳-香槟分校毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,2,144,
3126,2017-03-07 09:25:12.887715 +07:00,澳洲Curtin毕业证Q/微信834065630办科廷科技大学毕业证Curtin文凭成绩单学历认证 Curtin University of Technology,2,144,
3055,2017-03-04 22:59:53.324121 +07:00,"Buy Real Passport,Birth certificate,( lusong255@gmail.com ) Drivers   license,IELTS,Visa, ID card etc whatsapp.... +1 (437)370-2033",1,144,
3131,2017-03-07 09:25:48.774349 +07:00,澳洲MU毕业证Q/微信834065630办麦考瑞大学毕业证MU文凭成绩单学历认证 Macquarie University,2,144,
2988,2017-02-26 21:53:55.630545 +07:00,"BUY PASSPORTS,DRIVERS LICENSES,ID CARDS,BIRTH CERTIFICATES,VISAS,SSN,MARRIAGE CERTIFICATES,DIVORCE PAPERS,US GREEN CARD ( buypassportsdocuments@outlook.com )",1,144,
3237,2017-03-07 14:38:18.023552 +07:00,UC毕业证｜UC文凭认证｜Q微信1534584698★UC文凭咨询★UC堪培拉大学学历认证公证｜UC大学成绩单｜offerUniversity of Canberra,2,144,
2018,2017-01-17 00:05:45.884869 +07:00,Idea for the american calendar-3,8,14,
4893,2017-04-15 15:01:57.507147 +07:00,"Purchase high quality  fake and real passports,id cards,driver license online  (info@smartdocplus.com)",1,144,
3303,2017-03-07 15:45:38.197965 +07:00,伯明翰大学学历文凭Q/微86614733【UB毕业证书成绩单】伯明翰大学学历学位认证/英国学位证University of Birmingham,1,144,
3152,2017-03-07 12:58:45.952160 +07:00,美国办理!!NU毕业证书文凭Q_微信729926040_东北大学毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,2,144,
3127,2017-03-07 09:25:20.171136 +07:00,澳洲Deakin毕业证Q/微信834065630办迪肯大学毕业证Deakin文凭成绩单学历认证 Deakin University,2,144,
3699,2017-03-09 08:44:28.838383 +07:00,"Buy Passport, Visa, driving license, ID cards",1,144,
3134,2017-03-07 09:26:15.318383 +07:00,新西兰Auckland奥大毕业证Q/微信834065630办新西兰奥克兰大学毕业证Auckland文凭成绩单学历认证 University of Auckland,2,144,
3144,2017-03-07 12:53:22.223899 +07:00,美国办理!!UB毕业证书文凭Q_微信729926040_纽约州立大学布法罗分校毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,2,144,
3148,2017-03-07 12:58:14.296963 +07:00,美国办理!!PSU毕业证书文凭Q_微信729926040_宾夕法尼亚州立大学毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,2,144,
3100,2017-03-06 22:28:01.018906 +07:00,"Buy Quality Data-based Registered Machine Read-able Scan-able Driver's Licenses,ID's,Passports,And Citizenship Documents.(thomas.kruger49@gmail.com) ((whatsapp: +14437552391)))",2,144,
259,2016-12-21 01:43:26.990727 +07:00,clubs/embassies,23,69,
3091,2017-03-06 09:58:15.085290 +07:00,"BUY 100% UNDETECTABLE COUNTERFEIT MONEY(belsju@gmail.com)USD<EURO<AUD<CANADIAN DOLLAR,BILLS BYPASS PEN TEST",2,144,
4668,2017-04-02 17:43:08.958780 +07:00,Dış İşleri Bakanlığına Hos Geldiniz.,1,68,
1545,2017-01-04 14:17:16.083163 +07:00,What is government?,1,132,
411,2016-12-21 06:46:08.086983 +07:00,Forum Feature Suggestion: Ratings,6,11,
3117,2017-03-07 09:23:19.828804 +07:00,澳洲USYD毕业证Q/微信834065630办悉尼大学毕业证USYD文凭成绩单学历认证 University of Sydney,2,144,
2030,2017-01-17 09:07:00.922135 +07:00,Why I Does not appear personal data?? but Appear Can not find (404)！！！！！！！！！！！！！,4,12,
4896,2017-04-15 15:03:59.949934 +07:00,"Purchase high quality  fake and real passports,id cards,driver license online",1,144,
3128,2017-03-07 09:25:27.351331 +07:00,澳洲ECU毕业证Q/微信834065630办埃迪斯科文大学毕业证ECU文凭成绩单学历认证 Edith Cowan University,2,144,
3102,2017-03-06 22:29:39.427614 +07:00,"Buy Quality Data-based Registered Machine Read-able Scan-able Driver's Licenses,ID's,Passports,And Citizenship Documents.(thomas.kruger49@gmail.com) ((whatsapp: +14437552391)))",1,144,
3133,2017-03-07 09:26:08.747232 +07:00,澳洲Monash毕业证Q/微信834065630办莫纳什大学毕业证Monash文凭成绩单学历认证 Monash University,2,144,
3092,2017-03-06 09:59:22.349720 +07:00,"Selling best grade money,(skype>hfr.jan),Euro,Dollar,Canadian,AustralianTURKISH Lira,",2,144,
3275,2017-03-07 15:06:26.034718 +07:00,GU毕业证｜GU文凭认证｜Q微信1534584698★GU文凭咨询★GU格里菲斯大学学历认证公证｜GU成绩单｜offerGriffith University,1,144,
3095,2017-03-06 10:12:23.837692 +07:00,就不能有人说说汉语吗，为我们的国民沟通好点。,2,144,
289,2016-12-21 02:23:36.873421 +07:00,I fear,5,127,
2858,2017-02-22 15:08:27.225213 +07:00,"Buy real and fake Passports(pedroharris50@gmail.com),Visa,Driver's License,ID Cards,Birth certificates,diplomas,citizenship cards,USA Green card etc",2,144,
3110,2017-03-07 09:21:37.993408 +07:00,澳洲QUT毕业证Q/微信834065630办昆士兰科技大学毕业证QUT文凭成绩单学历认证 Queensland University of Technology,2,144,
3530,2017-03-08 06:27:42.461953 +07:00,国立大学毕业证Q/微86614733办理ANU毕业证成绩单#澳洲ANU教育部认证#国立大学学历学位认证Australian National University,1,144,
2916,2017-02-23 19:06:30.306160 +07:00,"Buy Passports,Driving License,ID Cards,Visa,Diploma,IELTS,TOEFL,GRE,GMAT,SAT etc ....  lusong255@gmail.com",2,144,
4548,2017-03-27 22:09:27.877663 +07:00,"TELL US: If God created all life and the entire Universe, who created God? Who is the Creator of our Creator?",21,103,
3153,2017-03-07 12:59:55.017974 +07:00,美国办理!!MSU毕业证书文凭Q_微信729926040_密歇根州立大学毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,2,144,
3145,2017-03-07 12:53:38.258444 +07:00,美国办理!!Columbia毕业证书文凭Q_微信729926040_哥伦比亚大学毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,2,144,
3138,2017-03-07 09:26:50.271503 +07:00,新西兰Massey毕业证Q/微信834065630办新西兰梅西大学毕业证Massey文凭成绩单学历认证 Massey University,2,144,
3344,2017-03-07 15:53:06.709358 +07:00,加拿大Concordia毕业证康考迪亚大学毕业证成绩单办理成绩单办理加拿大文凭学历认证Q微786161891,1,144,
3912,2017-03-13 15:39:09.646446 +07:00,We are scannable Fake ids supplier,1,144,
1595,2017-01-05 16:04:09.484381 +07:00,Obviously no flat Earther's here ??,20,148,
3763,2017-03-10 02:46:12.364862 +07:00,Recommendation: Decree No 2 Abrogation and institution of a Standard Authority,30,11,
4965,2017-04-21 08:42:03.139098 +07:00,The America News Network is now Active,1,10,
5092,2017-04-27 20:23:51.987123 +07:00,"In approximately 50 days, the voting day of our American Constitution is coming...",10,14,
742,2016-12-22 22:27:46.781268 +07:00,"The constitution needs to uphold citizens rights, while limiting the powers of the government and corporations",2,132,
3529,2017-03-08 06:27:34.764024 +07:00,莫纳什大学毕业证Q/微86614733办理Monash毕业证成绩单#澳洲Monash教育部认证#莫纳什大学学历学位认证Monash University,1,144,
1780,2017-01-10 12:48:16.862594 +07:00,来自中国的问候∩_∩  。Hello world from China.,40,127,
3114,2017-03-07 09:22:53.339371 +07:00,澳洲UNSW毕业证Q/微信834065630办新南威尔士大学毕业证UNSW文凭成绩单学历认证 University of New South Wales,2,144,
5059,2017-04-25 13:05:21.599133 +07:00,办理法国萨瓦大学毕业证办理.成绩单办理.学历认证办理.留信网认证办理Q微信207586481,1,144,
2861,2017-02-22 15:10:46.730700 +07:00,"Buy High Quality Real And fake Passports(cobbisveron@gmail.com)Driver’s License,ID Cards,Visas,High Quality counterfeit Bank Notes",2,144,
2519,2017-01-30 23:02:12.520866 +07:00,ONLY GIRLS/WOMEN - Just checking: How many girls do we have writing in our American forum?,10,14,
1441,2017-01-02 05:17:15.869422 +07:00,Issue passport america citizen and renewal passport. notice  visa free for americans consequnce,3,68,
4757,2017-04-06 12:29:02.136672 +07:00,Time Reference,6,11,
2169,2017-01-19 22:56:24.796217 +07:00,[Read for the solution] The Youku video element won't show on browsers which do not support Flash player.,1,11,
715,2016-12-22 18:17:57.925497 +07:00,Hello......First time here......,3,127,
3135,2017-03-07 09:26:22.377918 +07:00,新西兰Canterbury坎大毕业证Q/微信834065630办新西兰坎特伯雷大学毕业证Canterbury文凭成绩单学历证 University of Canterbury,2,144,
3399,2017-03-07 15:55:19.596379 +07:00,办理#英国文凭毕业证认证#英国学历认证#英国毕业证成绩单Q/微信707091118★诚聘代理★,1,144,
2883,2017-02-22 22:52:34.147926 +07:00,Buy Zithromax Online from Canada Drugs - Online Canadian Pharmacy ** Zithromax Online Cheap : No Prescription Needed : The Best Offers!,1,144,
945,2016-12-25 04:45:49.812630 +07:00,Does this Ministry's scope cover interplanetary interactions?,8,68,
3902,2017-03-13 01:50:08.582519 +07:00,The future American Union the viable method of recognition,1,14,
3669,2017-03-09 01:54:18.455687 +07:00,HELLION - Space Survival Game,3,150,
2872,2017-02-22 15:19:50.678279 +07:00,"Buy real and fake Passports ,(oscargiovanni50@gmail.com)Visas,Driver's License,Id cards,US Green card,citizenship,SSN,Diplomas.........",2,144,
1791,2017-01-10 21:53:10.782258 +07:00,Place (write down) the 10 most important duties and liabilities Americans must follow...,17,132,
1365,2016-12-31 09:20:10.859571 +07:00,To construct a huge wireless charger in orbit?,11,104,
3093,2017-03-06 10:00:00.936341 +07:00,"ORDER / BUY high grade money,(skype>hfr.jan),Saudi Riyals,Euro,US Dollar,Canadian Doll,Australian. belsju@gmail.com .",2,144,
4873,2017-04-12 21:25:49.286209 +07:00,"BUY COUNTERFEIT MONEY ,REAL AND FAKE DOCUMENTS(passportengineers@gmail.com)",1,144,
3122,2017-03-07 09:24:04.218898 +07:00,澳洲UTS毕业证Q/微信834065630办悉尼科技大学毕业证UTS文凭成绩单学历认证 University of Technology Sydney,2,144,
2775,2017-02-20 03:22:05.219959 +07:00,How can i have access to SkyCameras?,5,148,
522,2016-12-21 15:48:03.570856 +07:00,I have contacted United Nations...,40,14,
437,2016-12-21 08:16:14.138238 +07:00,Develope americans market. At earth develope market foods and agricole.,4,75,
2620,2017-02-05 02:20:10.880249 +07:00,Travel ban,10,35,
3289,2017-03-07 15:07:54.729759 +07:00,NTU毕业证｜NTU文凭认证｜Q微信1534584698★NTU文凭咨询★NTU北领地大学查尔斯达尔文大学学历认证公证｜NTU成绩单｜offerNorthern Territory University,2,144,
3105,2017-03-06 22:58:59.561341 +07:00,"Buy lyrica cheap, uses for lyrica, buy lyrica online",2,144,
1350,2016-12-30 19:32:40.478437 +07:00,"HAPPY NEW YEAR (2017), AMERICANS.",12,127,
3123,2017-03-07 09:24:13.243446 +07:00,澳洲UWS毕业证Q/微信834065630办西悉尼大学毕业证UWS文凭成绩单学历认证 University of Western Sydney,2,144,
1423,2017-01-01 21:10:16.167752 +07:00,Cybersecurity,10,82,
1070,2016-12-27 06:02:20.028095 +07:00,My personal requests for the Constitution,6,132,
3158,2017-03-07 13:00:52.778799 +07:00,美国办理!!UT-Austin毕业证书文凭Q_微信729926040_德克萨斯州大学奥斯汀分校毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,2,144,
1505,2017-01-03 14:01:07.794994 +07:00,The Guard Model - A Security Force for America,6,82,
3157,2017-03-07 13:00:44.093516 +07:00,美国办理!!UNT毕业证书文凭Q_微信729926040_北德克萨斯大学毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,3,144,
3139,2017-03-07 09:26:58.687856 +07:00,新西兰AUT毕业证Q/微信834065630办新西兰奥克兰理工大学毕业证AUT文凭成绩单学历认证 Auckland University of Technology,2,144,
3150,2017-03-07 12:58:28.019061 +07:00,美国办理!!Purdue毕业证书文凭Q_微信729926040_普渡大学毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,2,144,
2768,2017-02-19 14:40:31.008014 +07:00,Why isn't there a phone number to contact the officials of America?,8,14,
3115,2017-03-07 09:23:01.912580 +07:00,澳洲Newcastle毕业证Q/微信834065630办纽卡斯尔大学毕业证Newcastle文凭成绩单学历认证 University of Newcastle,2,144,
3129,2017-03-07 09:25:33.714999 +07:00,澳洲GU毕业证Q/微信834065630办格里菲斯大学毕业证GU文凭成绩单学历认证 Griffith University,2,144,
550,2016-12-21 18:48:10.668401 +07:00,"Data security, authenticity and integrity",15,11,
374,2016-12-21 04:43:07.379244 +07:00,Housing,42,14,
1860,2017-01-12 17:30:44.718400 +07:00,Hello! When times certificate america to me ? Thanks.,4,11,
3087,2017-03-06 09:57:12.894000 +07:00,"Buy high grade money,(skype>hfr.jan),Saudi Riyals,Euro,US Dollar,Canadian Doll,Australian. belsju@gmail.com .",2,144,
3081,2017-03-06 00:49:11.471063 +07:00,"Buy Zithromax Online Legally, No Prescription, Overnight Delivery ** Buy Zithromax Online Cheap - Zithromax 10mg without prescription.",1,144,
1134,2016-12-27 23:44:53.559076 +07:00,Money type,13,72,
679,2016-12-22 09:24:48.887981 +07:00,How will Agardia Achieve its Aims if it is Opposed by Earth Govs or Corporations?,2,68,
2251,2017-01-21 01:38:42.230751 +07:00,Decree N1 by The America Head of Nation,28,9,
4874,2017-04-12 21:30:36.783210 +07:00,Buy Super notes at passportengineers@gmail.com,1,144,
1169,2016-12-28 05:12:44.393416 +07:00,Hello my friends and fellow citizens!,7,127,
1892,2017-01-13 03:00:35.955378 +07:00,What do you think about LENR?,3,29,
3858,2017-03-12 17:11:18.969828 +07:00,ORDER YOUR DOCUMENT VIA CALL OR TEXT OR WHATSAPP  +1(202) 570-4495,1,144,
2770,2017-02-19 18:23:57.490722 +07:00,Let's think about.... ALIENS!!!!!,32,15,
548,2016-12-21 18:38:20.512303 +07:00,Private messaging?,2,11,
2595,2017-02-03 23:02:48.804092 +07:00,Re: America Citizenship,3,127,
3106,2017-03-06 23:11:57.106314 +07:00,"Phicksur here, again, with headlines. - March 6th edition",5,14,
2900,2017-02-23 07:07:02.550258 +07:00,America and Dating?,19,15,
3526,2017-03-08 06:27:03.553546 +07:00,墨尔本大学毕业证Q/微86614733办理墨大UM毕业证成绩单#澳洲UM教育部认证#墨尔本大学学历学位认证University of Melbourne,1,144,
2710,2017-02-12 23:48:23.787787 +07:00,America space nation needs the name of capital city to establish the government offices.,8,14,
4704,2017-04-04 13:12:25.382646 +07:00,my ICQ ( 713552305 ) I'm boss come back sell cvv dumps and some orther( cvv us uk ca au eu inter asia...),1,144,
3034,2017-03-01 22:28:12.448112 +07:00,"American Credit - 2017, March 14th - Birth of the first unofficial Space Cryptocurrency !",3,144,
959,2016-12-25 11:35:28.401051 +07:00,http://voicesofamerica.com,1,143,
2893,2017-02-23 04:40:36.232963 +07:00,SecondLife America Sim?,4,15,
2413,2017-01-24 09:06:16.231812 +07:00,A committee charged with policing public officials,3,14,
2896,2017-02-23 05:56:57.351490 +07:00,Your inputs for a draft America Constitution,3,9,
629,2016-12-22 01:22:33.542822 +07:00,(Open topic to debate)What do you think about ET life evolved in conscience,5,15,
3136,2017-03-07 09:26:30.503736 +07:00,新西兰Waikato毕业证Q/微信834065630办新西兰怀卡托大学毕业证Waikato文凭成绩单学历认证 University of Waikato,2,144,
1331,2016-12-30 10:57:25.302061 +07:00,The designation of Dr. Ashurveyli in America at present,9,14,
1082,2016-12-27 08:27:18.603021 +07:00,hello! When times certificate america and passport america to me? Thanks.,3,11,
3156,2017-03-07 13:00:34.889646 +07:00,美国办理!!UT毕业证书文凭Q_微信729926040_德克萨斯大学毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1,2,144,
3094,2017-03-06 10:12:20.195607 +07:00,就不能有人说说汉语吗，为我们的国民沟通好点。,4,22,
999,2016-12-26 05:21:16.173016 +07:00,Where we can launch our vessels,3,14,
2211,2017-01-20 10:11:45.403260 +07:00,"Should we, Americans, improve democracy ?",9,132,
4897,2017-04-15 15:04:19.789306 +07:00,"Purchase high quality  fake and real passports,id cards,driver license online",1,144,
3959,2017-03-16 01:17:52.861767 +07:00,"BUY HIGH-QUALITY DATABASE REGISTERED PASSPORTS,DRIVER'S LICENSE,ID Cards deltonmicheal@gmail.com whatsapp +23795599204",2,144,
2326,2017-01-23 05:17:32.265201 +07:00,Line breaks,9,12,
4269,2017-03-18 07:42:44.019498 +07:00,A science based alternative to the (proposed) American calendar,7,11,
660,2016-12-22 05:47:07.619344 +07:00,We need a new language!,18,14,
4978,2017-04-24 11:51:55.493428 +07:00,America AI text interface,7,14,
728,2016-12-22 20:07:12.778214 +07:00,applicants,9,11,
